County Name,Census Tract,# Extremely Hot Days
Spokane,53063011600,4
Spokane,53063011701,4
Spokane,53063011702,4
Spokane,53063011800,4
Spokane,53063011900,4
Spokane,53063012000,4
Spokane,53063012100,4
Spokane,53063012200,4
Spokane,53063012300,4
Spokane,53063012401,4
Spokane,53063012402,4
Spokane,53063012500,4
Spokane,53063012600,4
Spokane,53063012701,4
Spokane,53063012702,4
Spokane,53063012801,4
Spokane,53063012802,4
Spokane,53063012901,4
Spokane,53063012902,4
Spokane,53063013000,4
Spokane,53063013100,4
Spokane,53063013201,4
Spokane,53063013202,4
Spokane,53063013300,4
Spokane,53063013401,4
Spokane,53063013500,4
Spokane,53063013600,4
Spokane,53063013700,4
Spokane,53063013800,5
Spokane,53063013900,5
Spokane,53063014001,5
Spokane,53063014002,5
Spokane,53063014100,5
Spokane,53063014200,5
Spokane,53063014300,4
Spokane,53063014400,4
Spokane,53063014500,4
Stevens,53065941000,4
Stevens,53065950100,4
Stevens,53065950200,4
Stevens,53065950300,4
Stevens,53065950500,4
Stevens,53065950600,4
Stevens,53065950700,5
Stevens,53065950800,5
Stevens,53065950900,4
Stevens,53065951100,4
Stevens,53065951300,4
Stevens,53065951400,5
Thurston,53067010100,1
Thurston,53067010200,1
Thurston,53067010300,1
Thurston,53067010400,1
Thurston,53067010510,1
Thurston,53067010520,1
Thurston,53067010600,1
Thurston,53067010700,1
Thurston,53067010800,1
Thurston,53067010910,1
Thurston,53067010920,1
Thurston,53067011000,1
Thurston,53067011100,1
Thurston,53067011200,1
Thurston,53067011300,1
Thurston,53067011410,1
Thurston,53067011420,1
Thurston,53067011500,1
Thurston,53067011610,1
Thurston,53067011621,1
Thurston,53067011622,1
Thurston,53067011623,1
Thurston,53067011624,1
Thurston,53067011710,1
Thurston,53067011720,1
Thurston,53067011810,1
Thurston,53067011821,1
Thurston,53067011822,1
Thurston,53067011900,1
Thurston,53067012000,1
Thurston,53067012100,1
Thurston,53067012211,1
Thurston,53067012212,1
Thurston,53067012221,1
Thurston,53067012222,1
Thurston,53067012310,1
Thurston,53067012320,1
Thurston,53067012330,1
Thurston,53067012411,1
Thurston,53067012412,1
Thurston,53067012420,1
Thurston,53067012510,1
Thurston,53067012520,1
Thurston,53067012530,1
Thurston,53067012610,1
Thurston,53067012620,1
Thurston,53067012710,1
Thurston,53067012720,1
Thurston,53067012730,1
Wahkiakum,53069950100,1
Walla Walla,53071920000,2
Walla Walla,53071920100,2
Walla Walla,53071920200,2
Walla Walla,53071920300,2
Walla Walla,53071920400,2
Walla Walla,53071920500,2
Walla Walla,53071920600,2
Walla Walla,53071920701,2
Walla Walla,53071920702,2
Walla Walla,53071920801,2
Walla Walla,53071920802,2
Walla Walla,53071920900,2
Whatcom,53073000100,1
Whatcom,53073000200,1
Whatcom,53073000300,1
Whatcom,53073000400,1
Whatcom,53073000501,1
Whatcom,53073000502,1
Whatcom,53073000600,1
Whatcom,53073000700,1
Whatcom,53073000803,1
Whatcom,53073000804,1
Whatcom,53073000805,1
Whatcom,53073000806,1
Whatcom,53073000901,1
Whatcom,53073000902,1
Whatcom,53073001000,1
Whatcom,53073001100,1
Whatcom,53073001201,1
Whatcom,53073001202,1
Whatcom,53073010100,2
Whatcom,53073010200,1
Whatcom,53073010301,1
Whatcom,53073010302,1
Whatcom,53073010303,1
Whatcom,53073010401,1
Whatcom,53073010403,1
Whatcom,53073010404,1
Whatcom,53073010501,1
Whatcom,53073010502,1
Whatcom,53073010600,1
Whatcom,53073010701,1
Whatcom,53073010702,1
Whatcom,53073010900,1
Whatcom,53073011000,1
Whatcom,53073940000,1
Whitman,53075000100,4
Whitman,53075000200,4
Whitman,53075000300,4
Whitman,53075000400,4
Whitman,53075000500,4
Whitman,53075000600,4
Whitman,53075000700,4
Whitman,53075000800,4
Whitman,53075000900,5
Whitman,53075001000,4
Yakima,53077000100,5
Yakima,53077000200,5
Yakima,53077000300,5
Yakima,53077000400,5
Yakima,53077000500,5
Yakima,53077000600,5
Yakima,53077000700,5
Yakima,53077000800,5
Yakima,53077000901,5
Yakima,53077000902,5
Yakima,53077001000,5
Yakima,53077001100,5
Yakima,53077001201,5
Yakima,53077001202,5
Yakima,53077001300,5
Yakima,53077001400,5
Yakima,53077001501,5
Yakima,53077001502,5
Yakima,53077001601,5
Yakima,53077001602,5
Yakima,53077001701,4
Yakima,53077001702,5
Yakima,53077001800,4
Yakima,53077001901,4
Yakima,53077001902,4
Yakima,53077002001,4
Yakima,53077002002,4
Yakima,53077002101,4
Yakima,53077002102,4
Yakima,53077002200,5
Yakima,53077002701,4
Yakima,53077002801,4
Yakima,53077002802,5
Yakima,53077002900,4
Yakima,53077003001,3
Yakima,53077003002,5
Yakima,53077003100,5
Yakima,53077003200,5
Yakima,53077003400,5
Yakima,53077940001,5
Yakima,53077940002,5
Yakima,53077940003,4
Yakima,53077940004,5
Yakima,53077940005,5
Yakima,53077940006,5
,,
,,
Extremely Hot Days,,
"Geography: Census Tract, Year: 2014",,
Created: 10/28/2020,,
,,
"""**"" indicates data suppression to protect confidentiality.",,
,,
"""--"" indicates no data collected.",,
,,
"""NR"" indicates data are not reliable.",,
